committee_membership_id,person_id,committee_id,assembly_id,role,start_date,end_date,dates_bracketed,notes,source_ids
CMM-8b15d6006802,TNP-00287,CMT-74260d804b47,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-b15d5aafb550,TNP-00287,CMT-976bdb215c1b,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-c50e09115441,TNP-00288,CMT-cc87da9145b5,ARP-2019,member,2020-04-13,,false,,MARSAD_MAJLES
CMM-c897755207b9,TNP-00288,CMT-1c52d559d3de,ARP-2019,assistant_rapporteur,2020-10-20,,false,,MARSAD_MAJLES
CMM-3367c88b87f9,TNP-00289,CMT-1c52d559d3de,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-1a8095f191c8,TNP-00289,CMT-738e7ac33069,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-64e18625fda0,TNP-00290,CMT-eb6b5aa1a575,ARP-2019,member,2021-07-06,,false,,MARSAD_MAJLES
CMM-df93cf4ab3b5,TNP-00292,CMT-1c52d559d3de,ARP-2019,member,2020-04-13,,false,,MARSAD_MAJLES
CMM-c170e19179ab,TNP-00293,CMT-99f836e091fd,ARP-2019,rapporteur,2021-06-15,,false,,MARSAD_MAJLES
CMM-b633309a4483,TNP-00293,CMT-d2c1a1210b30,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-9bd67e4238f8,TNP-00293,CMT-1933d120e1de,ARP-2019,rapporteur,2020-10-20,,false,,MARSAD_MAJLES
CMM-c611bcc02b85,TNP-00294,CMT-14e6e316b483,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-a7b9a0a77526,TNP-00294,CMT-1933d120e1de,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-90f6c5dad47e,TNP-00295,CMT-99f836e091fd,ARP-2019,member,2021-06-15,,false,,MARSAD_MAJLES
CMM-a81237a94a8e,TNP-00295,CMT-52a6ad966412,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-f8578500d95b,TNP-00295,CMT-d542bd0fb7e9,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-a84780f2cf6c,TNP-00296,CMT-43611af20002,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-6fb95a2152f5,TNP-00297,CMT-d2c1a1210b30,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-75a8bd56a5ea,TNP-00297,CMT-976bdb215c1b,ARP-2019,rapporteur,2020-10-20,,false,,MARSAD_MAJLES
CMM-fc00a355ee19,TNP-00298,CMT-d542bd0fb7e9,ARP-2019,rapporteur,2020-10-20,,false,,MARSAD_MAJLES
CMM-f01251e92e18,TNP-00298,CMT-c9b9c13c0a0c,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-c2758410c4aa,TNP-00300,CMT-14e6e316b483,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-e0b9f4645821,TNP-00300,CMT-738e7ac33069,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-f2b5234cacd7,TNP-00300,CMT-7713cb69dba5,ARP-2019,member,2019-11-13,,false,,MARSAD_MAJLES
CMM-155282dda516,TNP-00301,CMT-43611af20002,ARP-2019,chair,2020-10-20,,false,,MARSAD_MAJLES
CMM-7d9f1fffcae0,TNP-00301,CMT-976bdb215c1b,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-5187afd64d9e,TNP-00302,CMT-cc87da9145b5,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-e37439e69389,TNP-00302,CMT-c9b9c13c0a0c,ARP-2019,chair,2020-10-20,,false,,MARSAD_MAJLES
CMM-fbf34a3c467b,TNP-00303,CMT-d2c1a1210b30,ARP-2019,chair,2020-10-20,,false,,MARSAD_MAJLES
CMM-e73f22dd5fa4,TNP-00303,CMT-738e7ac33069,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-9f036cda0319,TNP-00304,CMT-995ac0a70e07,ARP-2019,member,2020-05-17,,false,,MARSAD_MAJLES
CMM-19b71d0a97aa,TNP-00304,CMT-eb6b5aa1a575,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-209b218e098d,TNP-00305,CMT-738e7ac33069,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-e04c9bd5265d,TNP-00305,CMT-43611af20002,ARP-2019,vice_chair,2020-10-20,,false,,MARSAD_MAJLES
CMM-2fefce8175ab,TNP-00306,CMT-eb6b5aa1a575,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-0eafd6d7d4f7,TNP-00307,CMT-d542bd0fb7e9,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-02cd960fa230,TNP-00307,CMT-eb6b5aa1a575,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-97ff34ef2c36,TNP-00308,CMT-43611af20002,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-785d4dfe65b7,TNP-00308,CMT-976bdb215c1b,ARP-2019,chair,2020-10-20,,false,,MARSAD_MAJLES
CMM-8abd7b486dbd,TNP-00309,CMT-14e6e316b483,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-19a9e29d0f87,TNP-00309,CMT-cc87da9145b5,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-c0ca0dcbd254,TNP-00310,CMT-14e6e316b483,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-dfb329f12774,TNP-00310,CMT-d542bd0fb7e9,ARP-2019,rapporteur,2020-10-20,,false,,MARSAD_MAJLES
CMM-3b5700e18c05,TNP-00311,CMT-5f960380a92d,ARP-2019,rapporteur,2020-10-20,,false,,MARSAD_MAJLES
CMM-39d981675bf4,TNP-00311,CMT-1933d120e1de,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-08525283f668,TNP-00312,CMT-1933d120e1de,ARP-2019,assistant_rapporteur,2020-10-20,,false,,MARSAD_MAJLES
CMM-03f74867683c,TNP-00313,CMT-1933d120e1de,ARP-2019,member,2020-11-15,,false,,MARSAD_MAJLES
CMM-4c58f0e9c61b,TNP-00314,CMT-43611af20002,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-6b5f9ac9673e,TNP-00314,CMT-1933d120e1de,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-6676ba32ff88,TNP-00315,CMT-99f836e091fd,ARP-2019,chair,2021-06-15,,false,,MARSAD_MAJLES
CMM-865f5f7933d7,TNP-00315,CMT-c9b9c13c0a0c,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-533ec37af756,TNP-00315,CMT-1933d120e1de,ARP-2019,chair,2020-10-20,,false,,MARSAD_MAJLES
CMM-46b6afd9a123,TNP-00317,CMT-43611af20002,ARP-2019,member,2021-02-10,,false,,MARSAD_MAJLES
CMM-405211cb6d95,TNP-00318,CMT-1e6f29539bbd,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-3ab08d7d55aa,TNP-00318,CMT-43611af20002,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-e3c4031f7bb1,TNP-00115,CMT-74260d804b47,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-e33d5d18200d,TNP-00320,CMT-99f836e091fd,ARP-2019,member,2021-06-15,,false,,MARSAD_MAJLES
CMM-71b6cbf22edd,TNP-00320,CMT-995ac0a70e07,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-d7a896fa6e22,TNP-00320,CMT-eb6b5aa1a575,ARP-2019,member,2020-03-12,,false,,MARSAD_MAJLES
CMM-1ccbf250403f,TNP-00321,CMT-cc87da9145b5,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-5cc0826f4c5b,TNP-00321,CMT-eb6b5aa1a575,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-c1c6a09cd278,TNP-00322,CMT-99f836e091fd,ARP-2019,member,2021-06-15,,false,,MARSAD_MAJLES
CMM-44a6365ce156,TNP-00322,CMT-eb6b5aa1a575,ARP-2019,rapporteur,2020-10-20,,false,,MARSAD_MAJLES
CMM-d1abbf173dac,TNP-00322,CMT-1933d120e1de,ARP-2019,rapporteur,2020-11-17,,false,,MARSAD_MAJLES
CMM-8334ea213e94,TNP-00324,CMT-c9b9c13c0a0c,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-8eae7862fa39,TNP-00327,CMT-99f836e091fd,ARP-2019,member,2021-06-15,,false,,MARSAD_MAJLES
CMM-c5760dcecef6,TNP-00327,CMT-995ac0a70e07,ARP-2019,vice_chair,2020-10-20,,false,,MARSAD_MAJLES
CMM-ecf6226f9449,TNP-00327,CMT-eb6b5aa1a575,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-da7b0ab6b55d,TNP-00329,CMT-14e6e316b483,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-367ddf9f6ea7,TNP-00329,CMT-7713cb69dba5,ARP-2019,member,2020-03-26,,false,,MARSAD_MAJLES
CMM-14caada4a6fe,TNP-00330,CMT-74260d804b47,ARP-2019,member,2019-12-24,,false,,MARSAD_MAJLES
CMM-eea4e73457f8,TNP-00331,CMT-99f836e091fd,ARP-2019,chair,2021-06-15,,false,,MARSAD_MAJLES
CMM-f396c7fc36e5,TNP-00331,CMT-d2c1a1210b30,ARP-2019,chair,2019-12-19,,false,,MARSAD_MAJLES
CMM-2249d78d55ad,TNP-00331,CMT-d542bd0fb7e9,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-90cd76084cfb,TNP-00333,CMT-cc87da9145b5,ARP-2019,chair,2019-12-19,,false,,MARSAD_MAJLES
CMM-c1a77093e2c8,TNP-00333,CMT-43611af20002,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-2463fa2f7c5b,TNP-00334,CMT-1c52d559d3de,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-49993e795a0b,TNP-00334,CMT-976bdb215c1b,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-81cef8359db6,TNP-00336,CMT-995ac0a70e07,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-e71c5ca91922,TNP-00336,CMT-43611af20002,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-09f884e6d24a,TNP-00337,CMT-cc87da9145b5,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-e75b750eee25,TNP-00337,CMT-eb6b5aa1a575,ARP-2019,chair,2020-10-20,,false,,MARSAD_MAJLES
CMM-587176a5094b,TNP-00338,CMT-995ac0a70e07,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-d139d18472e5,TNP-00338,CMT-74260d804b47,ARP-2019,rapporteur,2020-10-20,,false,,MARSAD_MAJLES
CMM-a8b6d7d3616c,TNP-00339,CMT-52a6ad966412,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-984514278a8c,TNP-00339,CMT-738e7ac33069,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-4b78ca529deb,TNP-00340,CMT-d542bd0fb7e9,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-189f9bbb3faa,TNP-00340,CMT-1c52d559d3de,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-ff9291fa6581,TNP-00341,CMT-74260d804b47,ARP-2019,assistant_rapporteur,2019-12-19,,false,,MARSAD_MAJLES
CMM-90e0ecf52a8e,TNP-00342,CMT-c9b9c13c0a0c,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-d179c3c43f45,TNP-00342,CMT-1e6f29539bbd,ARP-2019,chair,2019-12-19,,false,,MARSAD_MAJLES
CMM-bd81054514a7,TNP-00343,CMT-14e6e316b483,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-f8bdd4508006,TNP-00343,CMT-d06a2309d1fa,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-06956aadee72,TNP-00344,CMT-52a6ad966412,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-77163ae1458f,TNP-00344,CMT-d542bd0fb7e9,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-169039513ac4,TNP-00348,CMT-14e6e316b483,ARP-2019,member,2020-11-09,,false,,MARSAD_MAJLES
CMM-4cf9c2826f10,TNP-00348,CMT-995ac0a70e07,ARP-2019,member,2020-11-24,,false,,MARSAD_MAJLES
CMM-641e8bcada11,TNP-00349,CMT-99f836e091fd,ARP-2019,member,2021-06-15,,false,,MARSAD_MAJLES
CMM-fee7ab25f07b,TNP-00349,CMT-52a6ad966412,ARP-2019,assistant_rapporteur,2019-12-19,,false,,MARSAD_MAJLES
CMM-d0432a7662fe,TNP-00349,CMT-cc87da9145b5,ARP-2019,assistant_rapporteur,2020-10-20,,false,,MARSAD_MAJLES
CMM-f80e54d1d433,TNP-00351,CMT-eb6b5aa1a575,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-440bce2dee5f,TNP-00351,CMT-1e6f29539bbd,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-d8222639ff86,TNP-00352,CMT-995ac0a70e07,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-adaead01915f,TNP-00352,CMT-1c52d559d3de,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-26840b89645b,TNP-00353,CMT-d2c1a1210b30,ARP-2019,member,2021-02-10,,false,,MARSAD_MAJLES
CMM-64663906cacd,TNP-00353,CMT-d542bd0fb7e9,ARP-2019,member,2021-02-07,,false,,MARSAD_MAJLES
CMM-162f70150685,TNP-00354,CMT-52a6ad966412,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-a75bc3c637e2,TNP-00354,CMT-1933d120e1de,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-eaf77f734aa6,TNP-00355,CMT-eb6b5aa1a575,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-da7c304b0e25,TNP-00356,CMT-99f836e091fd,ARP-2019,member,2021-06-15,,false,,MARSAD_MAJLES
CMM-136bb1099a47,TNP-00356,CMT-eb6b5aa1a575,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-04a189bf6858,TNP-00357,CMT-cc87da9145b5,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-0e3a6a3ec35c,TNP-00357,CMT-5f960380a92d,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-421b0c2caff2,TNP-00357,CMT-7713cb69dba5,ARP-2019,member,2019-11-29,,false,,MARSAD_MAJLES
CMM-e35568401916,TNP-00358,CMT-43611af20002,ARP-2019,member,2021-04-27,,false,,MARSAD_MAJLES
CMM-59e736d11148,TNP-00358,CMT-1933d120e1de,ARP-2019,member,2020-11-18,,false,,MARSAD_MAJLES
CMM-7181944004f6,TNP-00359,CMT-52a6ad966412,ARP-2019,chair,2019-12-19,,false,,MARSAD_MAJLES
CMM-f6c5ff13baa4,TNP-00359,CMT-976bdb215c1b,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-56e0f18da718,TNP-00360,CMT-d2c1a1210b30,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-002fbf04185a,TNP-00360,CMT-1933d120e1de,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-dd37ed917892,TNP-00361,CMT-5f960380a92d,ARP-2019,member,2020-10-20,,false,,MARSAD_MAJLES
CMM-a8c9ffda1366,TNP-00362,CMT-d2c1a1210b30,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-b4c72fcca326,TNP-00362,CMT-d542bd0fb7e9,ARP-2019,member,2019-12-19,,false,,MARSAD_MAJLES
CMM-f02f59bb9df8,TNP-00363,CMT-d2c1a1210b30,ARP-2019,rapporteur,2019-12-19,,false,,MARSAD_MAJLES
CMM-c3452b8d4e9a,TNP-00366,CMT-c9b9c13c0a0c,ARP-2019,member,2020-06-19,,false,,MARSAD_MAJLES
CMM-c8b5a9c3e778,TNP-00366,CMT-1e6f29539bbd,ARP-2019,member,2021-01-31,,false,,MARSAD_MAJLES
CMM-840f9893c86f,TNP-00367,CMT-cbc65065020c,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-efa813b6e677,TNP-00367,CMT-7249209246b3,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-ab42e0fdfd87,TNP-00368,CMT-7249209246b3,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-8f59c781ec8d,TNP-00368,CMT-b46554e2045e,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-940fe6c19eec,TNP-00369,CMT-b46554e2045e,NCA-2011,vice_chair,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-ffbfb638717f,TNP-00369,CMT-4e91930c5e8b,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-f592aa1273dc,TNP-00370,CMT-cbc65065020c,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-cba579ec47df,TNP-00370,CMT-5d1546fffb75,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-a50d2facfab0,TNP-00370,CMT-e6b2fac8e5c7,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-1908deb1b85d,TNP-00370,CMT-545e8558a206,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-5be187be96fa,TNP-00371,CMT-7249209246b3,NCA-2011,assistant_rapporteur,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-c414744c212f,TNP-00372,CMT-7249209246b3,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-445cca87b8a9,TNP-00373,CMT-f2d2d05db58f,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-5d6fcea317a7,TNP-00373,CMT-545e8558a206,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-4d885aca439e,TNP-00374,CMT-663b2e4cb3f4,NCA-2011,assistant_rapporteur,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-5ee5f76282e2,TNP-00374,CMT-e6b2fac8e5c7,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-6e387d8e9db6,TNP-00374,CMT-4d57513fbffc,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-4ad59d8ccb9a,TNP-00375,CMT-cbc65065020c,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-fb9cd38ccf0f,TNP-00375,CMT-78e966e1d482,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-580b2b1f2bc3,TNP-00375,CMT-545e8558a206,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-06f959eba490,TNP-00376,CMT-5d1546fffb75,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-cdc365ade9f3,TNP-00376,CMT-3b890b1f160a,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-9fc22373392a,TNP-00376,CMT-e6b2fac8e5c7,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-1306a2e9d7fa,TNP-00377,CMT-8978fc995f04,NCA-2011,assistant_rapporteur,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-1e0e8cf3dd0e,TNP-00377,CMT-178580c40e35,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-ab3b45666196,TNP-00378,CMT-545e8558a206,NCA-2011,assistant_rapporteur,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-a21c26a9a2df,TNP-00378,CMT-5d1546fffb75,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-b1fdaae73d4e,TNP-00378,CMT-8978fc995f04,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-bf252c0264f2,TNP-00379,CMT-336c11e63d66,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-83afc941ae8c,TNP-00379,CMT-52252f4274f6,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-9fe38595fda3,TNP-00380,CMT-12bc734f9df1,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-bd70efd613dd,TNP-00380,CMT-178580c40e35,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-1bc03ddcf876,TNP-00238,CMT-400b91a3bed5,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-d632c9412c97,TNP-00238,CMT-4d57513fbffc,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-a39b63c39cee,TNP-00381,CMT-8978fc995f04,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-f460cdfefa13,TNP-00382,CMT-663b2e4cb3f4,NCA-2011,rapporteur,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-74c2c4654045,TNP-00382,CMT-5d1546fffb75,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-0853aaf8c59a,TNP-00383,CMT-5d1546fffb75,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-28a24aad4ed7,TNP-00383,CMT-499d23e8523f,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-a6912b74b310,TNP-00383,CMT-c6c8260db7f4,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-7cd795ec7dd9,TNP-00384,CMT-12bc734f9df1,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-228f13d83b85,TNP-00384,CMT-8978fc995f04,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-f2cbc7e8f24b,TNP-00384,CMT-4e91930c5e8b,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-3da7945d062a,TNP-00385,CMT-f6f9e9d7cbb2,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-dc365765f475,TNP-00385,CMT-4e91930c5e8b,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-a94c0bb1b253,TNP-00324,CMT-4e91930c5e8b,NCA-2011,chair,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-6df64645f2ee,TNP-00324,CMT-5d1546fffb75,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-e1a6581f2163,TNP-00324,CMT-663b2e4cb3f4,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-b2f01c1b7c4e,TNP-00386,CMT-4e91930c5e8b,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-b25d315adf91,TNP-00388,CMT-13e8b4757c0d,NCA-2011,chair,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-1a9b58e209c4,TNP-00388,CMT-4d57513fbffc,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-4bdc1435c552,TNP-00267,CMT-13e8b4757c0d,NCA-2011,assistant_rapporteur,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-7b22233f21c8,TNP-00267,CMT-3b890b1f160a,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-ec3fd874b390,TNP-00389,CMT-400b91a3bed5,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-0db392238424,TNP-00389,CMT-13e8b4757c0d,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-87298c87734f,TNP-00389,CMT-c6c8260db7f4,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-559af463149d,TNP-00264,CMT-499d23e8523f,NCA-2011,vice_chair,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-910e9a390440,TNP-00264,CMT-b46554e2045e,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-615de06e34e0,TNP-00264,CMT-178580c40e35,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-36ebb64d7ee2,TNP-00390,CMT-5d1546fffb75,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-e0a511fcb0f2,TNP-00390,CMT-f2d2d05db58f,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-0a91b4a49278,TNP-00390,CMT-4e91930c5e8b,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-9e1dd9104ca6,TNP-00391,CMT-12bc734f9df1,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-687830e18bcc,TNP-00391,CMT-178580c40e35,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-c621ec003bc5,TNP-00392,CMT-f6f9e9d7cbb2,NCA-2011,assistant_rapporteur,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-3276cac00847,TNP-00393,CMT-3b890b1f160a,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-6440fd0da060,TNP-00393,CMT-13e8b4757c0d,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-c4c56658d989,TNP-00393,CMT-545e8558a206,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-928d9e3584d2,TNP-00394,CMT-78e966e1d482,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-0996bbbe7f0c,TNP-00394,CMT-13e8b4757c0d,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-7b65fd384ee9,TNP-00394,CMT-c6c8260db7f4,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-c4791cfaac13,TNP-00395,CMT-78e966e1d482,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-e496d49ddc75,TNP-00395,CMT-499d23e8523f,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-4e4a8ed6f641,TNP-00395,CMT-545e8558a206,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-cd6bd5686266,TNP-00396,CMT-12bc734f9df1,NCA-2011,rapporteur,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-bcf9bfdb9098,TNP-00396,CMT-336c11e63d66,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-419373d3df3b,TNP-00396,CMT-4e91930c5e8b,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-7d2d7e6e954a,TNP-00397,CMT-400b91a3bed5,NCA-2011,assistant_rapporteur,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-c9dfd4b728b8,TNP-00397,CMT-f2d2d05db58f,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
CMM-3c866ced6e29,TNP-00397,CMT-545e8558a206,NCA-2011,member,2011-11-22,2014-12-01,false,,MARSAD_ANC
